X, Y
1754, 7381
1756, 7393
1758, 7407
1758, 7424
1760, 7445
1760, 7462
1761, 7482
1764, 7502
1765, 7519
1766, 7535
1768, 7548
1770, 7558
1772, 7567
1774, 7573
1777, 7577
1777, 7568
1777, 7557
1776, 7546
1774, 7531
1771, 7520
1767, 7512
1761, 7505
1755, 7501
1748, 7500
1739, 7501
1731, 7504
1723, 7509
1714, 7519
1707, 7529
1703, 7540
1700, 7552
1699, 7562
1700, 7572
1702, 7580
1706, 7586
1713, 7591
1721, 7594
1730, 7595
1740, 7595
1751, 7591
1761, 7586
1771, 7582
1781, 7576
-1, -1
1903, 7533
1909, 7535
1915, 7533
1922, 7530
1923, 7537
1923, 7544
1924, 7551
1927, 7557
1932, 7561
1939, 7564
1946, 7564
1953, 7563
1959, 7561
1968, 7553
1975, 7545
1981, 7536
1987, 7526
1992, 7516
1994, 7505
1995, 7497
1994, 7490
1990, 7482
1984, 7476
1978, 7471
1970, 7467
1962, 7464
1954, 7463
1945, 7463
1939, 7466
1933, 7470
1926, 7479
1922, 7487
1920, 7498
1920, 7508
1922, 7517
1924, 7524
-1, -1
2389, 7461
2386, 7454
2385, 7462
2384, 7469
2385, 7478
2385, 7489
2389, 7499
2389, 7508
2392, 7517
2395, 7524
2398, 7531
2401, 7537
2405, 7541
2412, 7541
2421, 7532
2431, 7522
2439, 7513
2447, 7501
2455, 7488
2461, 7479
2466, 7472
2470, 7476
2473, 7483
2475, 7491
2478, 7501
2481, 7512
2485, 7522
2489, 7532
2495, 7539
2499, 7545
2505, 7548
2512, 7548
2517, 7544
2524, 7538
2531, 7529
2538, 7518
2545, 7507
2552, 7494
2560, 7482
2566, 7471
2569, 7463
2575, 7455
-1, -1
2694, 7358
2687, 7358
2682, 7365
2682, 7374
2681, 7386
2680, 7403
2680, 7420
2680, 7441
2680, 7461
2680, 7481
2680, 7501
2681, 7517
2681, 7532
2680, 7544
2679, 7553
2679, 7560
2683, 7553
2687, 7543
2694, 7530
2704, 7515
2714, 7501
2723, 7495
2730, 7487
2737, 7482
2744, 7478
2749, 7482
2754, 7490
2757, 7497
2759, 7504
2762, 7511
2763, 7518
2764, 7525
2765, 7532
2766, 7538
2771, 7545
2778, 7548
-1, -1
2877, 7520
2881, 7515
2885, 7510
2888, 7501
2892, 7494
2893, 7482
2893, 7475
2889, 7469
2882, 7470
2877, 7473
2870, 7478
2864, 7485
2858, 7495
2853, 7505
2850, 7512
2849, 7520
2848, 7527
2849, 7533
2855, 7533
2858, 7528
2865, 7521
2872, 7516
2880, 7505
2887, 7494
2894, 7486
2898, 7482
2902, 7477
2906, 7482
2909, 7489
2912, 7497
2915, 7506
2917, 7514
2920, 7521
2923, 7528
2926, 7535
2931, 7538
2938, 7538
-1, -1
3020, 7450
3021, 7442
3028, 7440
3035, 7440
3045, 7440
3054, 7440
3064, 7441
3076, 7441
3090, 7440
3101, 7439
3113, 7438
3125, 7436
3133, 7435
3142, 7433
-1, -1
3131, 7411
3124, 7414
3119, 7424
3115, 7432
3111, 7446
3107, 7463
3106, 7480
3102, 7499
3098, 7518
3095, 7536
3094, 7550
3095, 7561
3092, 7567
-1, -1
3488, 7422
3488, 7415
3488, 7407
3495, 7407
3502, 7405
3510, 7405
3518, 7405
3528, 7403
3537, 7403
3545, 7403
3553, 7403
3561, 7403
3569, 7402
3576, 7400
3584, 7397
3591, 7393
3596, 7389
-1, -1
3580, 7394
3572, 7396
3564, 7399
3559, 7404
3556, 7410
3554, 7419
3553, 7429
3552, 7443
3552, 7459
3552, 7476
3552, 7492
3552, 7509
3552, 7524
3552, 7541
3552, 7557
3552, 7571
3551, 7584
3548, 7596
3546, 7606
3545, 7614
3542, 7624
3540, 7630
3534, 7637
3526, 7640
3519, 7642
3509, 7642
3500, 7639
3509, 7640
3520, 7641
3531, 7643
3542, 7644
3553, 7646
3563, 7646
3574, 7646
3582, 7647
3589, 7645
3597, 7643
-1, -1
3924, 7553
3928, 7546
3930, 7535
3930, 7524
3928, 7516
3926, 7508
3921, 7500
3911, 7501
3903, 7507
3895, 7514
3888, 7523
3881, 7533
3877, 7543
3875, 7554
3875, 7562
3875, 7569
3878, 7575
3885, 7578
3892, 7578
3899, 7576
3909, 7570
3919, 7562
3928, 7554
3937, 7543
3947, 7530
3954, 7520
3960, 7513
3964, 7507
3968, 7513
3969, 7521
3972, 7529
3975, 7539
3978, 7549
3981, 7559
3985, 7568
3988, 7575
3991, 7580
3993, 7586
3984, 7586
3994, 7582
-1, -1
4118, 7501
4115, 7508
4115, 7517
4114, 7528
4112, 7542
4112, 7556
4113, 7570
4113, 7584
4113, 7598
4116, 7606
4116, 7613
4122, 7603
4127, 7593
4132, 7582
4138, 7567
4147, 7553
4153, 7541
4158, 7532
4162, 7527
4168, 7523
4171, 7528
4174, 7536
4176, 7546
4176, 7557
4176, 7568
4177, 7579
4176, 7589
4176, 7596
4176, 7603
4181, 7598
4186, 7590
4194, 7581
4204, 7570
4214, 7558
4227, 7547
4238, 7538
4248, 7532
4256, 7529
4263, 7529
4270, 7534
4276, 7544
4282, 7555
4285, 7569
4288, 7584
4290, 7598
4290, 7609
4290, 7619
4291, 7626
-1, -1
4636, 7509
4642, 7515
4646, 7518
4649, 7513
4651, 7502
4652, 7492
4652, 7485
4650, 7477
4645, 7472
4636, 7473
4628, 7478
4620, 7487
4611, 7499
4604, 7513
4599, 7527
4595, 7541
4593, 7554
4593, 7565
4593, 7575
4597, 7582
4602, 7586
4609, 7585
4620, 7580
4630, 7573
4640, 7563
4649, 7552
4659, 7541
4663, 7530
4668, 7523
4672, 7519
4675, 7526
4676, 7534
4676, 7543
4678, 7553
4681, 7563
4684, 7573
4685, 7581
4688, 7588
4690, 7594
4700, 7572
-1, -1
4818, 7372
4818, 7379
4818, 7388
4818, 7402
4818, 7421
4819, 7441
4819, 7464
4817, 7485
4817, 7506
4817, 7524
4815, 7541
4815, 7555
4815, 7566
4815, 7575
4814, 7582
4815, 7574
4816, 7565
4819, 7555
4825, 7544
4832, 7533
4839, 7525
4846, 7521
4853, 7517
4860, 7517
4867, 7517
4870, 7524
4871, 7531
4871, 7538
4870, 7548
4866, 7558
4861, 7568
4855, 7577
4846, 7586
4839, 7593
4833, 7596
4828, 7601
4835, 7593
-1, -1
4948, 7527
4944, 7534
4943, 7540
4943, 7548
4943, 7556
4943, 7564
4943, 7570
4945, 7576
4949, 7580
4956, 7580
4965, 7575
4971, 7567
4976, 7560
4980, 7551
4982, 7540
4983, 7530
4982, 7521
4976, 7514
4966, 7516
4958, 7520
4950, 7526
4942, 7535
4935, 7542
4931, 7549
4927, 7556
4934, 7497
4941, 7528
-1, -1
5089, 7502
5082, 7503
5078, 7514
5074, 7525
5073, 7536
5073, 7549
5074, 7560
5077, 7570
5080, 7578
5083, 7583
5087, 7586
5096, 7585
5103, 7581
5111, 7573
5122, 7562
5132, 7549
5141, 7537
5151, 7526
5156, 7517
5159, 7511
5165, 7516
5167, 7522
5169, 7529
5172, 7536
5175, 7543
5177, 7550
5179, 7556
5181, 7562
5188, 7563
5194, 7563
5202, 7561
-1, -1
5306, 7483
5310, 7475
5316, 7471
5323, 7470
5334, 7468
5344, 7465
5356, 7464
5370, 7461
5381, 7460
5391, 7456
5402, 7413
5409, 7431
-1, -1
5420, 7415
5416, 7425
5414, 7437
5411, 7450
5407, 7468
5405, 7490
5403, 7511
5400, 7532
5400, 7553
5398, 7570
5394, 7586
5394, 7600
-1, -1
5733, 7459
5743, 7462
5755, 7462
5772, 7462
5789, 7461
5808, 7461
5827, 7461
5844, 7461
5860, 7460
5873, 7459
5883, 7458
-1, -1
5863, 7426
5856, 7428
5851, 7435
5847, 7444
5842, 7453
5841, 7465
5839, 7480
5839, 7497
5838, 7515
5838, 7532
5838, 7546
5838, 7560
5838, 7572
5838, 7583
5839, 7592
5846, 7597
5853, 7597
-1, -1
5967, 7525
5961, 7529
5957, 7536
5954, 7544
5953, 7553
5953, 7562
5955, 7569
5958, 7577
5962, 7583
5969, 7587
5976, 7590
5982, 7592
5989, 7592
5996, 7590
6003, 7586
6010, 7580
6017, 7571
6021, 7562
6023, 7552
6021, 7542
6017, 7535
6012, 7529
6004, 7525
5993, 7525
5982, 7527
5973, 7528
5965, 7530
5957, 7532
5964, 7525
-1, -1
6361, 7420
6364, 7413
6367, 7418
6369, 7425
6370, 7435
6371, 7447
6371, 7460
6370, 7474
6370, 7490
6368, 7507
6368, 7524
6367, 7541
6367, 7556
6367, 7570
6368, 7583
6368, 7592
6370, 7599
6371, 7605
6371, 7598
6369, 7590
6368, 7581
6364, 7573
6360, 7564
6355, 7556
6348, 7552
6341, 7548
6329, 7548
6321, 7551
6313, 7554
6304, 7561
6299, 7568
6293, 7576
6289, 7586
6287, 7595
6286, 7602
6290, 7609
6293, 7615
6300, 7620
6307, 7621
6315, 7619
6323, 7616
6332, 7611
-1, -1
6504, 7537
6501, 7544
6500, 7550
6497, 7556
6494, 7563
6492, 7570
6492, 7577
6490, 7586
6490, 7594
6490, 7601
6491, 7608
6493, 7614
6496, 7619
6503, 7622
6510, 7622
6517, 7622
6524, 7619
6532, 7615
6539, 7608
6546, 7598
6553, 7588
6559, 7577
6562, 7566
6564, 7555
6563, 7545
6559, 7537
6554, 7531
6546, 7527
6536, 7527
6525, 7528
6515, 7529
6504, 7534
6494, 7539
6486, 7543
6481, 7547
6476, 7551
-1, -1
6827, 7460
6815, 7458
6806, 7457
6799, 7457
6806, 7460
6813, 7461
6823, 7462
6835, 7462
6846, 7462
6858, 7462
6871, 7461
6883, 7461
6897, 7459
6910, 7457
6923, 7456
6936, 7452
6946, 7448
-1, -1
6953, 7442
6947, 7445
6941, 7455
6937, 7463
6933, 7475
6929, 7489
6927, 7503
6922, 7520
6918, 7534
6915, 7547
6913, 7560
6909, 7571
6908, 7581
6907, 7590
6907, 7598
6905, 7605
6905, 7612
6908, 7618
-1, -1
6991, 7577
6997, 7572
7000, 7579
7001, 7586
7004, 7592
7006, 7598
7013, 7604
7017, 7607
7026, 7607
7033, 7605
7040, 7601
7048, 7594
7054, 7586
7057, 7577
7059, 7567
7059, 7558
7057, 7551
7052, 7544
7045, 7541
7037, 7540
7029, 7540
7021, 7543
7014, 7546
7006, 7549
6999, 7552
7007, 7549
-1, -1
7311, 7453
7311, 7460
7311, 7468
7311, 7479
7311, 7492
7309, 7509
7309, 7526
7308, 7542
7305, 7558
7307, 7573
7308, 7587
7308, 7600
7311, 7610
7311, 7617
7312, 7623
7312, 7613
7312, 7603
7309, 7592
7307, 7579
7302, 7568
7294, 7559
7286, 7549
7276, 7545
7266, 7541
7258, 7539
7251, 7538
7243, 7540
7236, 7545
7233, 7552
7228, 7560
7225, 7567
7225, 7575
7226, 7584
7229, 7591
7232, 7596
7239, 7600
7247, 7603
7257, 7604
7267, 7604
7281, 7599
7295, 7594
7311, 7587
-1, -1
7487, 7581
7491, 7576
7498, 7570
7503, 7563
7506, 7557
7507, 7549
7507, 7541
7506, 7534
7503, 7526
7494, 7525
7487, 7527
7481, 7531
7476, 7538
7470, 7545
7465, 7552
7461, 7560
7457, 7567
7456, 7573
7464, 7569
7472, 7565
7480, 7559
7489, 7553
7496, 7550
7502, 7549
7508, 7550
7513, 7556
7517, 7561
7522, 7568
7526, 7575
7530, 7581
7535, 7584
7539, 7589
7546, 7591
7552, 7591
7562, 7587
-1, -1
7673, 7523
7674, 7530
7677, 7536
7681, 7541
7685, 7547
7692, 7552
7698, 7556
7704, 7559
7711, 7561
7720, 7561
7729, 7559
7739, 7556
7749, 7553
7758, 7550
7767, 7546
7774, 7542
7781, 7538
7788, 7539
7786, 7546
7779, 7553
7771, 7563
7759, 7580
7744, 7597
7729, 7613
7713, 7632
7699, 7649
7685, 7667
7674, 7684
7663, 7696
7655, 7703
-1, -1
8078, 7399
8070, 7398
8063, 7395
8076, 7395
8084, 7395
8095, 7396
8107, 7399
8117, 7401
8127, 7404
8137, 7406
8144, 7410
8152, 7412
8159, 7415
8159, 7422
8155, 7429
8148, 7437
8140, 7446
8132, 7455
8122, 7463
8114, 7472
8109, 7479
8104, 7486
8102, 7492
8100, 7499
8100, 7506
8104, 7511
8111, 7514
8118, 7515
8128, 7515
8142, 7514
8155, 7512
-1, -1
8165, 7612
8156, 7622
8148, 7630
8144, 7637
8140, 7642
8143, 7649
8150, 7648
-1, -1
1360, 8354
1367, 8351
1371, 8345
1374, 8338
1372, 8331
1365, 8332
1357, 8336
1347, 8343
1337, 8353
1326, 8363
1318, 8373
1313, 8387
1309, 8397
1307, 8409
1308, 8419
1311, 8430
1315, 8439
1322, 8449
1331, 8457
1341, 8464
1352, 8469
1362, 8476
1372, 8482
1381, 8487
1387, 8493
1392, 8499
1395, 8506
1396, 8513
1390, 8523
1381, 8533
1372, 8542
1361, 8550
1349, 8557
1340, 8562
1332, 8566
1324, 8568
1326, 8557
1336, 8542
1348, 8528
-1, -1
1482, 8393
1489, 8396
1499, 8397
1510, 8397
1524, 8398
1541, 8397
1558, 8395
1574, 8392
1588, 8386
1601, 8381
1608, 8375
-1, -1
1592, 8345
1587, 8350
1580, 8360
1576, 8374
1572, 8388
1568, 8405
1567, 8423
1564, 8443
1563, 8463
1563, 8483
1563, 8501
1564, 8517
1567, 8531
1568, 8541
1571, 8549
1576, 8553
-1, -1
1764, 8482
1771, 8481
1775, 8473
1778, 8465
1780, 8457
1781, 8449
1781, 8441
1780, 8433
1776, 8426
1765, 8427
1757, 8434
1749, 8444
1741, 8454
1733, 8469
1727, 8483
1723, 8497
1719, 8511
1719, 8521
1719, 8530
1720, 8537
1721, 8543
1725, 8547
1734, 8543
1743, 8537
1753, 8529
1763, 8518
1773, 8505
1783, 8496
1790, 8488
1795, 8483
1802, 8481
1806, 8486
1810, 8493
1815, 8503
1818, 8513
1822, 8524
1827, 8535
1831, 8545
1835, 8554
1839, 8561
1842, 8566
1845, 8571
1852, 8573
1861, 8567
-1, -1
1932, 8499
1931, 8506
1935, 8516
1939, 8523
1943, 8530
1948, 8537
1952, 8542
1958, 8547
1964, 8550
1970, 8550
1977, 8549
-1, -1
2045, 8497
2048, 8491
2043, 8502
2035, 8519
2025, 8540
2014, 8564
2001, 8592
1990, 8619
1979, 8647
1970, 8671
1962, 8698
1953, 8721
1947, 8738
1943, 8745
-1, -1
2404, 8323
2401, 8315
2400, 8325
2399, 8337
2399, 8354
2400, 8371
2400, 8392
2400, 8413
2402, 8434
2403, 8455
2405, 8476
2405, 8493
2405, 8507
2406, 8518
2407, 8526
2409, 8533
2412, 8527
2413, 8516
2414, 8505
2419, 8492
2425, 8479
2432, 8468
2439, 8458
2447, 8451
2454, 8447
2460, 8443
2468, 8443
2475, 8450
2479, 8456
2483, 8467
2486, 8478
2489, 8490
2492, 8501
2495, 8511
2496, 8521
2496, 8531
2496, 8538
-1, -1
2566, 8463
2564, 8470
2563, 8478
2562, 8488
2562, 8497
2563, 8507
2564, 8516
2567, 8524
2570, 8530
2573, 8536
2576, 8540
2583, 8543
2590, 8539
2597, 8534
2605, 8525
2615, 8514
2622, 8503
2630, 8492
2636, 8484
2641, 8478
2646, 8474
2650, 8479
2653, 8485
2655, 8493
2657, 8501
2660, 8508
2663, 8518
2665, 8526
2668, 8532
2669, 8539
-1, -1
2823, 8462
2823, 8469
2824, 8475
2824, 8486
2824, 8496
2825, 8505
2826, 8515
2826, 8524
2828, 8533
2828, 8540
2829, 8547
2836, 8537
2839, 8529
2844, 8519
2851, 8508
2857, 8499
2862, 8492
2867, 8488
2871, 8483
2875, 8487
2877, 8496
2879, 8504
2880, 8511
2881, 8520
2883, 8528
2883, 8537
2884, 8543
2886, 8550
2893, 8541
2900, 8530
2908, 8519
2918, 8508
2925, 8500
2933, 8492
2938, 8488
2943, 8484
2950, 8485
2955, 8493
2959, 8500
2964, 8511
2967, 8522
2970, 8535
2972, 8548
2974, 8558
2975, 8566
2975, 8572
2975, 8552
-1, -1
3149, 8526
3152, 8519
3152, 8511
3152, 8503
3152, 8496
3149, 8489
3145, 8483
3137, 8484
3129, 8489
3123, 8496
3118, 8504
3113, 8514
3110, 8523
3108, 8530
3105, 8537
3106, 8543
3112, 8544
3119, 8541
3126, 8536
3135, 8527
3143, 8518
3150, 8511
3157, 8505
3162, 8500
3167, 8496
3174, 8498
3176, 8507
3178, 8517
3178, 8530
3179, 8545
3180, 8565
3179, 8584
3179, 8605
3179, 8629
3178, 8652
3177, 8673
3173, 8694
3169, 8710
3167, 8722
3163, 8730
3156, 8737
3149, 8738
3140, 8737
3133, 8733
3126, 8724
3120, 8709
3118, 8695
3118, 8680
3120, 8669
3124, 8658
3131, 8647
3142, 8636
3156, 8625
3172, 8615
3193, 8603
3216, 8592
3236, 8559
3257, 8562
-1, -1
3336, 8473
3335, 8479
3334, 8486
3335, 8495
3335, 8505
3335, 8517
3336, 8530
3337, 8544
3338, 8558
3338, 8571
3340, 8581
3340, 8589
3340, 8596
3340, 8603
3341, 8592
3344, 8579
3349, 8566
3354, 8553
3361, 8540
3366, 8530
3372, 8521
3378, 8513
3385, 8505
3393, 8498
3403, 8492
-1, -1
3482, 8473
3478, 8478
3478, 8485
3479, 8493
3482, 8500
3486, 8507
3489, 8512
3496, 8517
3502, 8518
3508, 8517
3515, 8514
3522, 8510
-1, -1
3577, 8476
3580, 8470
3579, 8479
3574, 8496
3564, 8519
3553, 8544
3540, 8572
3525, 8603
3511, 8632
3498, 8660
3487, 8686
3477, 8671
3471, 8699
-1, -1
3874, 8604
3872, 8597
3873, 8604
3875, 8610
3878, 8614
3882, 8621
-1, -1
4452, 8367
4459, 8365
4466, 8362
4473, 8358
4477, 8353
4483, 8350
4479, 8345
4471, 8345
4463, 8348
4452, 8353
4440, 8362
4427, 8371
4415, 8381
4405, 8391
4397, 8401
4390, 8412
4386, 8422
4384, 8433
4384, 8443
4385, 8455
4390, 8465
4394, 8475
4401, 8485
4411, 8495
4420, 8505
4430, 8514
4440, 8523
4448, 8533
4455, 8542
4458, 8552
4460, 8564
4458, 8577
4452, 8588
4446, 8599
4436, 8608
4428, 8615
4420, 8620
4411, 8622
4403, 8622
4403, 8611
4408, 8603
-1, -1
4562, 8421
4569, 8422
4576, 8422
4584, 8422
4594, 8422
4604, 8422
4617, 8423
4632, 8422
4646, 8422
4660, 8420
4673, 8416
4683, 8413
4690, 8409
-1, -1
4680, 8392
4674, 8399
4670, 8408
4666, 8417
4662, 8431
4659, 8451
4656, 8472
4652, 8493
4651, 8514
4650, 8535
4648, 8553
4646, 8570
4646, 8583
4646, 8593
4646, 8600
4630, 8604
4647, 8604
-1, -1
4792, 8567
4797, 8561
4803, 8554
4808, 8548
4811, 8540
4815, 8531
4820, 8523
4824, 8514
4826, 8506
4815, 8514
4809, 8523
4802, 8533
4797, 8544
4794, 8556
4791, 8566
4794, 8574
4794, 8581
4798, 8587
4807, 8585
4813, 8580
4823, 8571
4833, 8560
4842, 8547
4851, 8535
4858, 8525
4863, 8518
4869, 8514
4874, 8518
4876, 8525
4878, 8533
4878, 8543
4879, 8553
4881, 8560
4882, 8567
4884, 8574
4891, 8568
-1, -1
5005, 8496
5001, 8503
5001, 8512
5001, 8518
5005, 8525
5009, 8530
5014, 8533
5020, 8535
5026, 8534
5034, 8531
5041, 8527
5049, 8522
5057, 8515
5064, 8508
5070, 8501
5076, 8496
5079, 8491
5076, 8500
5071, 8514
5062, 8535
5051, 8556
5040, 8584
5029, 8611
5016, 8637
5005, 8658
4995, 8682
4987, 8698
4979, 8698
4972, 8707
-1, -1
5381, 8394
5374, 8393
5366, 8391
5373, 8395
5382, 8398
5392, 8401
5403, 8403
5416, 8405
5432, 8405
5449, 8403
5465, 8403
5482, 8402
5496, 8400
5510, 8398
5520, 8393
-1, -1
5578, 8250
5579, 8242
5578, 8234
5574, 8227
5570, 8221
5561, 8218
5554, 8218
5546, 8219
5538, 8226
5530, 8231
5521, 8241
5512, 8254
5506, 8267
5498, 8287
5493, 8309
5486, 8337
5482, 8358
5478, 8381
5477, 8407
5477, 8430
5479, 8452
5479, 8473
5480, 8490
5481, 8504
5481, 8514
5481, 8521
5482, 8527
-1, -1
5640, 8438
5636, 8445
5633, 8454
5630, 8464
5628, 8475
5627, 8487
5628, 8499
5630, 8508
5633, 8515
5637, 8521
5642, 8524
5647, 8527
5654, 8527
5661, 8524
5668, 8519
5677, 8511
5684, 8500
5691, 8489
5694, 8478
5696, 8467
5694, 8457
5690, 8451
5686, 8445
5677, 8443
5667, 8443
5658, 8445
5649, 8448
5641, 8451
5635, 8456
-1, -1
5807, 8425
5802, 8430
5799, 8437
5794, 8448
5791, 8460
5789, 8474
5789, 8488
5790, 8501
5793, 8513
5796, 8523
5802, 8530
5810, 8537
5817, 8539
5825, 8535
5835, 8531
5845, 8524
5852, 8514
5860, 8503
5864, 8490
5868, 8476
5868, 8462
5866, 8450
5861, 8442
5854, 8437
5845, 8433
5834, 8432
5825, 8432
5816, 8434
5807, 8435
-1, -1
6017, 8315
6020, 8308
6021, 8315
6021, 8322
6021, 8328
6021, 8338
6021, 8351
6022, 8365
6023, 8379
6024, 8393
6024, 8410
6024, 8426
6024, 8440
6024, 8457
6024, 8474
6024, 8488
6023, 8502
6022, 8515
6022, 8527
6022, 8539
6023, 8548
6026, 8553
-1, -1
6131, 8466
6138, 8465
6145, 8472
6148, 8481
6151, 8492
6153, 8505
6156, 8519
6159, 8532
6161, 8544
6161, 8554
6164, 8561
6162, 8553
6160, 8543
-1, -1
6187, 8371
6190, 8378
6193, 8385
6198, 8389
-1, -1
6417, 8437
6421, 8433
6426, 8427
6429, 8418
6428, 8411
6419, 8408
6410, 8408
6399, 8409
6388, 8415
6374, 8424
6363, 8434
6353, 8444
6345, 8455
6341, 8466
6338, 8476
6337, 8485
6339, 8492
6343, 8498
6350, 8501
6360, 8506
6370, 8509
6379, 8512
6388, 8516
6394, 8520
6397, 8525
6397, 8532
6395, 8539
6389, 8547
6381, 8556
6371, 8566
6360, 8572
6350, 8577
6340, 8580
6332, 8582
6325, 8582
6324, 8574
6327, 8566
-1, -1
6526, 8326
6529, 8318
6533, 8321
6536, 8331
6537, 8345
6537, 8362
6537, 8383
6537, 8407
6535, 8431
6534, 8455
6534, 8478
6533, 8499
6533, 8516
6533, 8531
6533, 8542
6533, 8549
6540, 8538
6546, 8527
6555, 8513
6566, 8500
6577, 8489
6588, 8481
6596, 8476
6603, 8472
6613, 8472
6619, 8473
6624, 8478
6627, 8485
6630, 8495
6632, 8506
6634, 8520
6633, 8535
6631, 8552
6627, 8569
6624, 8582
6620, 8592
6616, 8601
6612, 8606
-1, -1
6856, 8557
6863, 8557
6866, 8562
6869, 8569
6871, 8575
6871, 8581
6874, 8587
-1, -1
1238, 9288
1232, 9291
1239, 9295
1246, 9298
1256, 9300
1268, 9302
1282, 9304
1299, 9304
1317, 9305
1338, 9305
1359, 9305
1381, 9304
1401, 9302
1415, 9301
1428, 9297
1440, 9295
1447, 9291
-1, -1
1392, 9297
1386, 9303
1382, 9310
1380, 9320
1377, 9330
1375, 9341
1374, 9355
1373, 9370
1373, 9386
1375, 9402
1376, 9419
1376, 9436
1378, 9450
1379, 9464
1380, 9477
1380, 9487
1382, 9494
-1, -1
1505, 9269
1507, 9261
1513, 9268
1516, 9278
1519, 9290
1522, 9308
1525, 9326
1527, 9348
1529, 9369
1531, 9393
1532, 9417
1533, 9438
1533, 9458
1533, 9471
1533, 9481
1533, 9488
1533, 9481
1534, 9470
1537, 9456
1540, 9438
1546, 9421
1552, 9408
1559, 9396
1565, 9388
1571, 9384
1577, 9381
1584, 9383
1587, 9389
1590, 9398
1593, 9410
1595, 9424
1597, 9441
1598, 9453
1600, 9466
1601, 9476
1601, 9483
1601, 9492
-1, -1
1742, 9385
1742, 9391
1742, 9397
1745, 9402
1753, 9405
1760, 9405
1767, 9407
1775, 9406
1782, 9406
1790, 9406
1798, 9403
1805, 9400
1811, 9398
1817, 9396
1823, 9394
1829, 9390
1835, 9384
1837, 9377
1835, 9369
1831, 9363
1824, 9355
1819, 9350
1811, 9347
1803, 9344
1794, 9344
1786, 9347
1777, 9349
1769, 9355
1759, 9364
1753, 9379
1748, 9393
1744, 9410
1740, 9431
1738, 9448
1738, 9463
1740, 9477
1745, 9491
1752, 9500
1760, 9507
1770, 9514
1780, 9512
1792, 9510
1800, 9503
-1, -1
2322, 9393
2317, 9388
2308, 9387
2299, 9401
2294, 9408
2291, 9420
2289, 9434
2289, 9449
2292, 9461
2297, 9473
2304, 9483
2310, 9491
2316, 9495
2323, 9498
2330, 9497
2340, 9492
2348, 9484
2358, 9473
2368, 9459
2374, 9445
2376, 9430
2379, 9415
2378, 9404
2373, 9396
2364, 9392
2353, 9391
2342, 9391
2330, 9393
2319, 9396
2310, 9400
2302, 9403
2298, 9409
2306, 9410
-1, -1
2451, 9387
2451, 9393
2453, 9400
2453, 9410
2454, 9417
2456, 9430
2456, 9440
2457, 9450
2458, 9459
2458, 9466
2462, 9461
2466, 9453
2472, 9439
2479, 9427
2486, 9414
2493, 9403
2501, 9395
2508, 9387
2515, 9385
2521, 9386
2524, 9392
2526, 9403
2528, 9417
2530, 9431
2529, 9447
2528, 9461
2527, 9473
2525, 9481
2523, 9488
2523, 9478
-1, -1
2673, 9230
2673, 9236
2673, 9243
2673, 9252
2672, 9267
2672, 9284
2671, 9302
2671, 9323
2671, 9344
2672, 9365
2673, 9385
2674, 9404
2675, 9421
2675, 9441
2675, 9453
2675, 9465
2675, 9472
-1, -1
2742, 9397
2742, 9403
2745, 9413
2748, 9420
2751, 9428
2757, 9437
2764, 9444
2772, 9447
2780, 9445
-1, -1
2835, 9405
2841, 9397
2848, 9394
2846, 9404
2842, 9418
2832, 9441
2820, 9465
2807, 9490
2793, 9516
2780, 9543
2766, 9564
2754, 9584
2745, 9599
2736, 9605
-1, -1
3273, 9334
3272, 9327
3273, 9333
3276, 9343
3279, 9353
3283, 9364
3287, 9377
3292, 9390
3297, 9401
3301, 9411
3304, 9419
3307, 9424
3314, 9425
3321, 9420
3328, 9410
3336, 9398
3343, 9386
3351, 9374
3358, 9364
3361, 9356
3365, 9363
3368, 9370
3373, 9378
3376, 9389
3383, 9400
3389, 9411
3396, 9418
3402, 9423
3406, 9428
3413, 9427
3420, 9427
3428, 9419
3436, 9408
3444, 9397
3453, 9384
3458, 9372
3463, 9362
3466, 9352
3467, 9344
3467, 9336
-1, -1
3548, 9358
3552, 9351
3555, 9340
3557, 9333
3559, 9326
3559, 9318
3551, 9318
3544, 9323
3539, 9331
3534, 9341
3530, 9351
3527, 9361
3527, 9374
3527, 9383
3528, 9390
3534, 9397
3541, 9396
3547, 9393
3553, 9389
3558, 9382
3563, 9376
3567, 9370
3571, 9362
3574, 9357
3578, 9353
3582, 9358
3585, 9364
3589, 9371
3592, 9377
3595, 9383
3599, 9387
3607, 9383
3614, 9376
3621, 9369
-1, -1
3663, 9345
3667, 9348
3672, 9353
3679, 9360
3683, 9365
3687, 9369
3692, 9374
3696, 9379
3701, 9383
3704, 9387
3709, 9390
3715, 9395
3722, 9394
-1, -1
3800, 9325
3805, 9321
3807, 9327
3806, 9334
3804, 9346
3799, 9365
3792, 9390
3782, 9419
3771, 9450
3760, 9478
3749, 9503
3738, 9530
3729, 9548
3722, 9558
-1, -1
4215, 9312
4221, 9315
4228, 9316
4235, 9319
4243, 9319
4256, 9320
4269, 9322
4285, 9322
4301, 9321
4317, 9321
4335, 9317
4350, 9317
4363, 9315
4373, 9311
-1, -1
4374, 9291
4365, 9294
4357, 9303
4351, 9312
4346, 9324
4343, 9339
4340, 9356
4338, 9378
4334, 9399
4332, 9418
4331, 9439
4331, 9456
4331, 9470
4330, 9480
4330, 9491
4333, 9497
4340, 9498
4349, 9497
-1, -1
4448, 9416
4452, 9424
