X, Y
3555, 6167
3562, 6169
3569, 6164
3575, 6158
3582, 6150
3590, 6137
3598, 6122
3607, 6107
3615, 6092
3621, 6081
3624, 6073
-1, -1
3679, 6104
3686, 6104
3692, 6104
3699, 6105
3706, 6105
3713, 6105
3723, 6104
3730, 6103
3737, 6099
3743, 6095
3747, 6090
3749, 6082
3744, 6077
3737, 6077
3726, 6080
3720, 6085
3714, 6092
3709, 6098
3705, 6105
3702, 6114
3701, 6123
3701, 6133
3703, 6140
3707, 6146
3712, 6149
3719, 6152
3729, 6151
3743, 6148
3756, 6140
3766, 6132
-1, -1
4047, 6086
4054, 6088
4061, 6090
4068, 6090
4075, 6092
4085, 6092
4098, 6092
4110, 6092
4127, 6092
4146, 6091
4166, 6090
4183, 6090
4199, 6087
4214, 6086
4224, 6084
4234, 6098
4238, 6085
-1, -1
4214, 6054
4203, 6055
4198, 6063
4194, 6077
4191, 6087
4187, 6103
4185, 6121
4181, 6139
4181, 6156
4179, 6173
4179, 6190
4177, 6203
4178, 6214
4179, 6222
4185, 6222
-1, -1
4330, 6148
4333, 6142
4333, 6148
4332, 6155
4332, 6163
4332, 6173
4333, 6180
4336, 6186
4339, 6192
4347, 6193
4355, 6193
4363, 6190
4371, 6185
4379, 6180
4384, 6172
4389, 6164
4394, 6156
4395, 6148
4391, 6139
4383, 6135
4375, 6132
4366, 6131
4355, 6131
4345, 6132
4335, 6135
4326, 6136
4319, 6136
-1, -1
4634, 6090
4635, 6083
4636, 6090
4637, 6097
4637, 6105
4638, 6115
4640, 6129
4640, 6142
4640, 6156
4640, 6171
4641, 6184
4641, 6196
4641, 6207
4641, 6215
4642, 6221
4642, 6227
4642, 6220
4639, 6213
4639, 6204
4641, 6196
4641, 6186
4646, 6174
4650, 6165
4655, 6154
4663, 6146
4671, 6140
4678, 6133
4685, 6129
4693, 6125
4699, 6121
4710, 6118
4718, 6117
4725, 6114
4736, 6112
4745, 6108
4755, 6104
-1, -1
4820, 6114
4820, 6120
4825, 6127
4832, 6131
4839, 6132
4848, 6134
4857, 6134
4867, 6131
4875, 6128
4881, 6127
4887, 6123
4892, 6119
4894, 6111
4894, 6104
4889, 6094
4885, 6088
4874, 6084
4866, 6081
4859, 6081
4851, 6084
4844, 6088
4836, 6095
4829, 6106
4825, 6118
4820, 6130
4816, 6144
4815, 6156
4815, 6166
4815, 6174
4818, 6180
4824, 6183
4832, 6175
4837, 6168
-1, -1
5011, 6003
5011, 6010
5010, 6019
5009, 6030
5007, 6044
5004, 6061
5001, 6078
4999, 6095
4995, 6114
4992, 6135
4989, 6153
4988, 6168
4987, 6181
4986, 6192
4986, 6198
4989, 6204
-1, -1
5071, 6135
5077, 6131
5083, 6135
5086, 6140
5089, 6145
5092, 6152
5095, 6159
5099, 6167
5102, 6175
5105, 6182
5109, 6187
5115, 6190
5123, 6182
5129, 6185
-1, -1
5206, 6154
5211, 6148
5204, 6154
5197, 6164
5186, 6178
5172, 6195
5157, 6217
5140, 6241
5125, 6266
5111, 6290
5097, 6314
5086, 6331
5078, 6340
-1, -1
5505, 6154
5507, 6161
5508, 6170
5508, 6179
5511, 6188
5514, 6198
5516, 6208
5522, 6215
5525, 6223
5531, 6227
5538, 6227
5548, 6226
5558, 6222
5568, 6215
5582, 6207
5592, 6200
5601, 6189
5609, 6180
5613, 6171
5615, 6160
5615, 6153
5611, 6146
5604, 6139
5596, 6136
5586, 6135
5574, 6136
5560, 6140
5546, 6146
5536, 6150
5528, 6154
5520, 6158
5516, 6162
5520, 6165
5527, 6161
-1, -1
5731, 6127
5732, 6134
5732, 6144
5730, 6155
5730, 6169
5731, 6183
5730, 6196
5730, 6206
5731, 6216
5731, 6222
5735, 6227
5742, 6222
5746, 6214
5755, 6203
5764, 6190
5776, 6176
5790, 6163
5800, 6151
5812, 6141
5821, 6138
5828, 6134
5834, 6132
5842, 6136
5846, 6145
5849, 6155
5852, 6168
5855, 6181
5858, 6194
5858, 6206
5858, 6218
5859, 6225
5858, 6186
5854, 6204
-1, -1
6152, 6136
6147, 6142
6144, 6153
6142, 6163
6141, 6172
6141, 6184
6141, 6196
6141, 6206
6141, 6216
6139, 6226
6141, 6233
6141, 6241
6141, 6250
6130, 6251
-1, -1
6146, 6053
6146, 6045
6153, 6050
6159, 6057
6166, 6063
6175, 6069
6184, 6076
6190, 6080
6198, 6084
-1, -1
6294, 6085
6298, 6089
6301, 6099
6304, 6110
6305, 6120
6307, 6135
6309, 6149
6312, 6162
6313, 6174
6313, 6184
6313, 6190
6314, 6197
6320, 6193
6327, 6185
6334, 6177
6342, 6167
6352, 6158
6360, 6150
6370, 6143
6378, 6138
6385, 6134
6392, 6130
6399, 6130
6404, 6137
6407, 6144
6410, 6154
6410, 6164
6411, 6172
6411, 6181
6411, 6189
6411, 6195
6409, 6202
-1, -1
6495, 6067
6502, 6064
6509, 6064
6518, 6063
6528, 6063
6538, 6063
6549, 6063
6560, 6064
6571, 6066
6583, 6066
6594, 6066
6603, 6051
6608, 6056
-1, -1
6586, 6034
6577, 6039
6570, 6049
6566, 6056
6562, 6064
6558, 6076
6556, 6090
6553, 6102
6552, 6114
6551, 6126
6549, 6140
6548, 6150
6548, 6161
6548, 6171
6547, 6164
6548, 6178
-1, -1
6654, 6111
6658, 6103
6661, 6112
6663, 6119
6666, 6129
6670, 6136
6673, 6143
6678, 6148
6685, 6152
6695, 6153
6705, 6153
6712, 6149
6726, 6144
6739, 6137
6750, 6128
6761, 6118
6773, 6108
6780, 6099
6787, 6092
6791, 6087
6796, 6083
6799, 6088
6797, 6095
6797, 6101
6798, 6109
6798, 6119
6797, 6129
6798, 6139
6798, 6147
6799, 6154
6800, 6161
6801, 6169
-1, -1
6954, 6106
6954, 6114
6954, 6124
6953, 6133
6953, 6143
6953, 6153
6953, 6161
6953, 6170
6953, 6177
6952, 6184
6948, 6175
-1, -1
6921, 6009
6922, 6001
6929, 6005
6933, 6009
6936, 6014
6941, 6019
6944, 6024
6948, 6027
-1, -1
7062, 6032
7069, 6031
7082, 6031
7095, 6030
7111, 6030
7126, 6029
7143, 6029
7160, 6027
7177, 6026
7168, 6022
7188, 6019
-1, -1
7185, 5997
7181, 6003
7175, 6012
7172, 6022
7169, 6034
7165, 6048
7163, 6066
7160, 6082
7156, 6098
7156, 6114
7155, 6128
7155, 6142
7155, 6152
7153, 6159
7159, 6162
-1, -1
7275, 6097
7282, 6094
7288, 6097
7293, 6103
7296, 6110
7300, 6119
7302, 6126
7304, 6133
7306, 6141
7306, 6148
7306, 6157
7305, 6163
7305, 6173
7305, 6165
-1, -1
7331, 5985
7330, 5977
7329, 5970
7333, 5974
7340, 5978
7345, 5983
7330, 5987
7345, 5997
-1, -1
7487, 6123
7479, 6126
7472, 6133
7468, 6142
7465, 6149
7462, 6157
7461, 6165
7461, 6173
7462, 6180
7466, 6189
7471, 6192
7478, 6195
7485, 6195
7494, 6195
7504, 6192
7515, 6188
7525, 6180
7534, 6172
7541, 6163
7547, 6151
7550, 6138
7550, 6127
7549, 6114
7545, 6104
7538, 6096
7531, 6092
7522, 6090
7513, 6089
7504, 6092
7495, 6096
7488, 6099
7483, 6104
7479, 6110
7483, 6115
-1, -1
7675, 6108
7674, 6118
7674, 6126
7672, 6137
7670, 6150
7668, 6164
7666, 6176
7666, 6187
7665, 6196
7664, 6203
7673, 6195
7681, 6187
7694, 6176
7707, 6164
7725, 6153
7741, 6142
7758, 6134
7772, 6128
7784, 6124
7793, 6124
7802, 6126
7807, 6130
7810, 6140
7810, 6150
7810, 6157
7810, 6163
7810, 6170
7810, 6178
7795, 6185
7802, 6187
-1, -1
7938, 6245
7938, 6238
7938, 6245
7939, 6251
7940, 6257
7940, 6246
7937, 6239
-1, -1
1096, 6798
1102, 6797
1109, 6797
1116, 6797
1126, 6798
1136, 6798
1150, 6798
1164, 6799
1177, 6801
1188, 6801
1200, 6801
1213, 6802
1223, 6800
1229, 6799
-1, -1
1212, 6793
1202, 6795
1195, 6798
1187, 6803
1183, 6809
1182, 6818
1182, 6828
1183, 6839
1186, 6851
1187, 6864
1192, 6878
1195, 6892
1198, 6905
1200, 6919
1202, 6933
1204, 6943
1204, 6953
1204, 6961
1204, 6968
1201, 6975
1199, 6981
1193, 6986
1185, 6992
1177, 6995
1169, 6998
1160, 7001
1152, 7002
1158, 7001
1167, 7000
1177, 7000
1191, 7000
1206, 6999
1222, 6999
1240, 6997
1261, 6995
1278, 6993
-1, -1
1417, 6885
1411, 6888
1418, 6889
1425, 6890
1433, 6891
1443, 6891
1455, 6891
1465, 6892
1476, 6892
1489, 6891
1500, 6889
1512, 6886
1521, 6883
-1, -1
1559, 6831
1554, 6823
1550, 6817
1546, 6808
1542, 6800
1537, 6796
1530, 6788
1522, 6786
1515, 6785
1506, 6786
1497, 6789
1489, 6796
1484, 6802
1479, 6811
1474, 6823
1469, 6837
1465, 6856
1461, 6873
1459, 6893
1458, 6915
1457, 6936
1456, 6957
1456, 6977
1456, 6994
1457, 7010
1458, 7022
1459, 7031
1460, 7038
1464, 7032
-1, -1
1887, 6910
1896, 6911
1906, 6911
1919, 6911
1932, 6911
1946, 6910
1959, 6909
1972, 6907
1984, 6904
1994, 6901
2002, 6901
2044, 6898
2026, 6896
-1, -1
1980, 6878
1972, 6881
1968, 6887
1966, 6897
1964, 6906
1963, 6916
1963, 6928
1963, 6941
1963, 6955
1963, 6966
1963, 6977
1963, 6988
1963, 6999
1963, 7007
1964, 7015
1967, 7021
1971, 7025
-1, -1
2085, 6964
2083, 6974
2082, 6984
2082, 6992
2082, 7001
2085, 7008
2089, 7014
2093, 7017
2102, 7019
2109, 7019
2119, 7015
2126, 7011
2131, 7007
2135, 6999
2138, 6991
2138, 6983
2134, 6975
2130, 6967
2124, 6963
2115, 6959
2107, 6958
2098, 6958
2090, 6958
2082, 6960
-1, -1
2361, 6838
2358, 6847
2357, 6854
2354, 6863
2354, 6876
2354, 6890
2353, 6904
2355, 6919
2357, 6934
2358, 6950
2361, 6963
2364, 6975
2364, 6985
2366, 6993
2369, 6999
2372, 7004
2369, 6995
2367, 6986
2362, 6977
2357, 6967
2348, 6959
2338, 6953
2329, 6949
2321, 6946
2311, 6946
2303, 6946
2295, 6949
2290, 6954
2290, 6963
2293, 6970
2298, 6976
2305, 6982
2312, 6986
2319, 6989
2328, 6990
2338, 6990
2346, 6989
2354, 6986
2364, 6982
2373, 6977
2382, 6971
-1, -1
2474, 6966
2479, 6962
2482, 6957
2489, 6953
2492, 6947
2494, 6940
2488, 6936
2480, 6939
2473, 6944
2466, 6951
2461, 6961
2456, 6970
2453, 6979
2451, 6988
2451, 6995
2451, 7001
2456, 7005
2465, 7002
2473, 6998
2480, 6991
2489, 6980
2498, 6970
2504, 6962
2511, 6954
2516, 6947
2520, 6952
2523, 6959
2525, 6966
2528, 6974
2530, 6981
2533, 6988
2536, 6995
2539, 7000
2546, 6998
2553, 6993
-1, -1
2616, 6947
2621, 6952
2625, 6956
2629, 6960
2634, 6964
2641, 6966
2648, 6966
2656, 6964
2675, 6967
2680, 6960
2689, 6955
2701, 6951
2712, 6947
2722, 6944
2729, 6942
2725, 6951
2717, 6964
2706, 6980
2692, 7001
2676, 7024
2659, 7047
2644, 7071
2629, 7092
2616, 7109
2608, 7122
2600, 7132
2592, 7135
-1, -1
2984, 6923
2987, 6917
2992, 6920
2997, 6929
3001, 6939
3005, 6949
3010, 6962
3016, 6976
3021, 6989
3026, 6999
3031, 7007
3034, 7014
3040, 7019
3045, 7022
3051, 7019
3055, 7012
3063, 7002
3071, 6991
3079, 6977
3087, 6964
3093, 6955
3099, 6944
3103, 6939
3106, 6944
3109, 6950
3112, 6957
3115, 6967
3121, 6977
3128, 6985
3135, 6994
3144, 6999
3152, 7002
3160, 7005
3167, 7005
3177, 7003
3187, 6997
3194, 6990
3202, 6981
3209, 6971
3216, 6960
3220, 6951
3223, 6943
3226, 6936
3228, 6928
-1, -1
3318, 6951
3326, 6954
3334, 6954
3342, 6954
3350, 6952
3359, 6949
3366, 6946
3371, 6941
3376, 6937
3381, 6929
3381, 6921
3379, 6913
3371, 6910
3362, 6912
3353, 6916
3345, 6925
3337, 6936
3331, 6946
3328, 6956
3325, 6967
3325, 6977
3325, 6987
3328, 6994
3331, 7001
3339, 7006
3345, 7008
3323, 7008
3348, 7005
-1, -1
3476, 6923
3470, 6919
3466, 6926
3466, 6933
3466, 6940
3466, 6950
3466, 6960
3466, 6973
3467, 6984
3468, 6995
3468, 7005
3469, 7015
3470, 7022
3473, 7028
3476, 7020
3479, 7011
3485, 6999
3492, 6986
3500, 6974
3507, 6963
3513, 6954
3518, 6946
3522, 6940
3527, 6936
3534, 6934
3540, 6934
-1, -1
3606, 6941
3614, 6943
3621, 6943
3630, 6943
3639, 6943
3646, 6943
3655, 6941
3664, 6938
3670, 6934
3677, 6926
3679, 6919
3679, 6911
3671, 6901
3660, 6898
3651, 6896
3643, 6898
3634, 6901
3627, 6908
3620, 6915
3615, 6927
3613, 6938
3610, 6951
3611, 6962
3611, 6972
3613, 6982
3618, 6989
3625, 6994
3634, 6994
3645, 6990
3654, 6986
-1, -1
4003, 6942
4008, 6938
4014, 6937
4023, 6936
4032, 6936
4043, 6936
4057, 6936
4069, 6935
4082, 6934
4096, 6934
4108, 6931
4118, 6928
4111, 6925
4131, 6921
-1, -1
4113, 6838
4110, 6845
4110, 6855
4110, 6865
4110, 6877
4110, 6892
4110, 6906
4110, 6922
4110, 6937
4110, 6952
4110, 6969
4110, 6985
4111, 6999
4111, 7011
4111, 7020
4112, 7027
4118, 7027
-1, -1
4229, 6805
4231, 6798
4233, 6804
4236, 6810
4239, 6820
4239, 6834
4241, 6847
4244, 6865
4242, 6882
4242, 6899
4242, 6920
4242, 6937
4241, 6954
4240, 6970
4238, 6983
4238, 6994
4237, 7001
4237, 7007
4244, 6998
4251, 6989
4258, 6978
4266, 6963
4277, 6952
4285, 6942
4294, 6934
4302, 6928
4309, 6925
4315, 6928
4318, 6938
4321, 6948
4321, 6958
4322, 6968
4323, 6977
4323, 6984
4324, 6992
4331, 6992
-1, -1
4397, 6959
4406, 6957
4412, 6956
4419, 6956
4426, 6953
4436, 6950
4446, 6948
4455, 6944
4462, 6941
4469, 6937
4475, 6932
4479, 6928
4482, 6921
4480, 6911
4477, 6903
4470, 6899
4460, 6901
4453, 6904
4447, 6910
4441, 6920
4437, 6932
4433, 6943
4430, 6957
4429, 6970
4428, 6980
4428, 6990
4431, 6997
4434, 7003
4439, 7006
4446, 7006
4454, 7000
-1, -1
4698, 6816
4702, 6821
4705, 6827
4705, 6835
4708, 6846
4710, 6860
4710, 6877
4713, 6892
4714, 6913
4713, 6932
4713, 6947
4713, 6964
4713, 6978
4713, 6992
4714, 7004
4712, 7013
4715, 7021
4715, 7027
-1, -1
4892, 6952
4896, 6943
4899, 6937
4901, 6930
4904, 6924
4905, 6915
4899, 6911
4894, 6914
4888, 6921
4882, 6931
4875, 6944
4871, 6956
4868, 6967
4867, 6977
4869, 6986
4871, 6993
4874, 6997
4880, 6999
4887, 6999
4894, 6994
4904, 6986
4913, 6978
4921, 6968
4929, 6957
4936, 6948
4941, 6940
4945, 6935
4945, 6946
4945, 6956
4945, 6966
4946, 6977
4947, 6987
4948, 6996
4949, 7003
4950, 7009
4957, 7010
4969, 7003
4975, 7002
-1, -1
5081, 6941
5088, 6930
5094, 6921
5097, 6911
5099, 6901
5092, 6900
5084, 6903
5076, 6909
5068, 6916
5061, 6923
5053, 6932
5049, 6939
5046, 6946
5045, 6952
5048, 6959
5054, 6961
5062, 6961
5072, 6962
5080, 6963
5089, 6964
5096, 6967
5100, 6974
5099, 6981
5096, 6988
5092, 6995
5085, 7002
5078, 7008
5073, 7012
5066, 7015
5062, 7007
5063, 6999
-1, -1
5176, 6886
5183, 6886
5189, 6887
5199, 6887
5213, 6888
5223, 6890
5235, 6890
5249, 6890
5262, 6889
5275, 6887
5286, 6888
5295, 6884
5301, 6881
-1, -1
5285, 6845
5277, 6845
5272, 6854
5267, 6870
5264, 6885
5262, 6905
5258, 6928
5255, 6952
5252, 6975
5250, 6996
5251, 7012
5253, 7024
5253, 7031
-1, -1
5794, 6974
5795, 6981
5802, 6981
5807, 6976
5811, 6967
5814, 6960
5813, 6950
5806, 6943
5798, 6939
5790, 6939
5782, 6941
5776, 6946
5769, 6951
5763, 6958
5759, 6968
5754, 6977
5750, 6985
5750, 6993
5750, 7000
5752, 7007
5755, 7013
5760, 7016
5767, 7017
5773, 7016
5779, 7015
5785, 7007
5792, 6999
5799, 6991
5806, 6981
5815, 6970
5824, 6959
5834, 6947
5842, 6934
5852, 6921
5862, 6907
5871, 6894
5880, 6879
5890, 6864
5899, 6847
5906, 6834
5914, 6823
5919, 6814
5922, 6806
5926, 6801
5922, 6809
5918, 6816
5912, 6827
5907, 6841
5900, 6856
5892, 6873
5882, 6891
5875, 6908
5868, 6928
5862, 6945
5858, 6960
5856, 6974
5856, 6986
5855, 6996
5855, 7004
5858, 7011
-1, -1
5971, 6983
5974, 6978
5978, 6972
5982, 6965
5985, 6960
5986, 6950
5984, 6942
5976, 6938
5966, 6941
5958, 6948
5950, 6957
5943, 6967
5938, 6978
5934, 6988
5931, 6997
5931, 7006
5931, 7012
5934, 7017
5939, 7020
5948, 7016
5956, 7012
5963, 7004
5972, 6996
5981, 6985
5988, 6977
5994, 6969
5999, 6964
6003, 6960
6006, 6965
6008, 6975
6008, 6984
6009, 6991
6011, 6998
6012, 7004
6014, 7010
6023, 7004
-1, -1
6098, 6936
6098, 6942
6101, 6949
6103, 6956
6106, 6963
6110, 6970
6114, 6974
6117, 6978
6121, 6981
6127, 6983
6138, 6981
6148, 6977
6158, 6972
6168, 6966
6181, 6960
6189, 6953
6197, 6947
6202, 6943
6196, 6956
6191, 6969
6182, 6986
6172, 7006
6161, 7028
6148, 7051
6137, 7071
6126, 7093
6116, 7109
6108, 7123
6101, 7133
-1, -1
6523, 6953
6526, 6958
6525, 6966
6524, 6975
6522, 6985
6520, 6997
6519, 7007
6517, 7018
6518, 7028
6520, 7037
6521, 7044
6527, 7051
6532, 7054
6538, 7054
6544, 7054
6552, 7050
6561, 7045
6568, 7038
6576, 7031
6582, 7022
6585, 7014
6586, 7005
6586, 6997
6582, 6991
6577, 6984
6569, 6980
6559, 6976
6550, 6975
6542, 6974
6534, 6973
6526, 6973
6517, 6970
6527, 6968
-1, -1
6687, 6935
6679, 6935
6687, 6938
6694, 6940
6701, 6942
6712, 6943
6725, 6944
6738, 6944
6754, 6944
6769, 6944
6786, 6941
6800, 6941
6814, 6938
6821, 6937
6827, 6933
6828, 6921
6828, 6913
6826, 6904
6822, 6895
6819, 6887
6817, 6878
6812, 6870
6808, 6864
6804, 6859
6798, 6855
6791, 6855
6783, 6860
6776, 6868
6772, 6878
6765, 6891
6759, 6907
6752, 6921
6746, 6938
6741, 6956
6736, 6974
6733, 6991
6730, 7007
6728, 7020
6727, 7030
6726, 7041
6729, 7046
6699, 7049
6721, 7048
-1, -1
7085, 6963
7088, 6970
7090, 6977
7090, 6985
7091, 6994
7094, 7004
7095, 7012
7097, 7020
7098, 7027
7104, 7022
7111, 7014
7118, 7006
7125, 6998
7135, 6990
7144, 6982
7150, 6978
7157, 6974
7163, 6971
7166, 6975
7169, 6985
7170, 6993
7171, 7000
7173, 7006
7175, 7012
7181, 7010
7190, 7003
7201, 6995
7211, 6988
7224, 6980
7237, 6974
7248, 6970
7256, 6966
7263, 6964
7270, 6966
7278, 6972
7279, 6979
7280, 6987
7282, 6997
7281, 7006
7284, 7013
7283, 7020
7283, 7026
-1, -1
7405, 6959
7409, 6966
7413, 6974
7415, 6981
7419, 6991
7422, 6998
7426, 7005
7433, 7011
7442, 7011
7450, 7007
7457, 7003
7464, 6999
7469, 6994
7475, 6988
7473, 6998
7469, 7008
7462, 7022
7454, 7041
7443, 7062
7430, 7084
7417, 7109
7407, 7129
7396, 7147
7389, 7164
7384, 7174
-1, -1
7777, 6938
7779, 6931
7781, 6941
7781, 6952
7779, 6964
7779, 6976
7778, 6990
7777, 7002
7777, 7014
7775, 7028
7774, 7040
7774, 7050
7774, 7060
7775, 7067
7777, 7073
7786, 7077
-1, -1
7883, 7051
7889, 7051
7892, 7057
7895, 7064
7898, 7070
7900, 7077
7902, 7084
7897, 7076
7895, 7067
-1, -1
7910, 6948
7911, 6941
7917, 6944
7920, 6949
7926, 6952
7931, 6956
7938, 6960
-1, -1
8045, 6988
8049, 6991
8057, 6994
8064, 6995
8073, 6996
8080, 6997
8090, 6998
8104, 6998
8119, 6995
8136, 7012
8147, 7001
-1, -1
8213, 6916
8209, 6905
8207, 6895
8205, 6886
8203, 6878
8199, 6872
8196, 6864
8188, 6864
8183, 6867
8176, 6872
8169, 6879
8161, 6890
8153, 6901
8145, 6917
8138, 6933
8133, 6951
8127, 6968
8123, 6985
8121, 7002
8118, 7018
8117, 7032
8116, 7043
8116, 7053
8116, 7060
8116, 7066
8121, 7070
8103, 7071
8124, 7069
-1, -1
8317, 7018
8323, 7014
8328, 7010
8338, 7006
8345, 7004
8353, 7000
8360, 6997
8366, 6993
8372, 6989
8377, 6982
8377, 6975
8373, 6969
8365, 6967
8357, 6967
8349, 6970
8339, 6977
8330, 6984
8322, 6994
8314, 7005
8308, 7015
8306, 7024
8304, 7034
8305, 7042
8308, 7050
8313, 7057
8320, 7063
8327, 7067
8337, 7070
8347, 7070
8357, 7067
8371, 7062
8383, 7054
-1, -1
8534, 7127
8537, 7132
8536, 7139
8536, 7146
8534, 7154
8530, 7163
8526, 7172
8520, 7182
8513, 7191
8507, 7198
8502, 7205
-1, -1
8837, 7044
8835, 7037
8835, 7030
8836, 7023
8836, 7030
8837, 7037
8839, 7045
8842, 7055
8845, 7067
8848, 7077
8852, 7087
8857, 7095
8861, 7102
8865, 7107
8870, 7110
8876, 7111
8884, 7107
8890, 7100
8896, 7092
8902, 7082
8909, 7072
8913, 7063
8916, 7055
8919, 7049
8921, 7055
8923, 7062
8924, 7072
8927, 7082
8930, 7092
8934, 7100
8941, 7107
8945, 7112
8954, 7116
8962, 7112
8969, 7107
8976, 7099
8985, 7089
8992, 7079
8999, 7067
9005, 7056
9010, 7047
9014, 7039
9018, 7034
9010, 7029
9023, 7027
-1, -1
9106, 7029
9100, 7033
9093, 7040
9086, 7048
9079, 7058
9075, 7067
9074, 7077
9074, 7086
9076, 7093
9079, 7099
9083, 7102
9090, 7105
9097, 7105
9107, 7103
9114, 7099
9124, 7093
9133, 7084
9140, 7075
9145, 7066
9147, 7055
9146, 7047
9144, 7040
9137, 7036
9128, 7034
9117, 7034
9106, 7037
9094, 7040
9084, 7044
9076, 7047
-1, -1
9244, 7029
9237, 7026
9229, 7023
9221, 7026
9217, 7035
9214, 7045
9213, 7055
9212, 7065
9214, 7075
9215, 7083
9218, 7090
9221, 7095
9225, 7099
9232, 7099
9238, 7097
9246, 7091
9255, 7083
9265, 7075
9272, 7066
9280, 7058
9287, 7050
9294, 7046
9300, 7041
9305, 7045
9308, 7051
9310, 7059
9313, 7067
9315, 7077
9317, 7085
9320, 7094
9321, 7101
9321, 7108
9324, 7113
9331, 7110
-1, -1
9442, 6968
9437, 6973
9436, 6983
9434, 6994
9431, 7008
9430, 7022
9430, 7040
9429, 7057
9429, 7075
9431, 7092
9431, 7107
9431, 7118
9432, 7128
9434, 7137
9437, 7142
9435, 7150
9444, 7143
-1, -1
9629, 6940
9634, 6946
9636, 6955
9636, 6967
9637, 6982
9637, 7000
9637, 7020
9637, 7038
9638, 7056
9638, 7075
9641, 7092
9643, 7105
9645, 7117
9647, 7125
9649, 7132
9652, 7139
9657, 7135
9660, 7129
9660, 7120
9661, 7107
9660, 7093
9658, 7078
9654, 7064
9649, 7053
9641, 7043
9632, 7036
9621, 7033
9610, 7033
9597, 7035
9585, 7041
9574, 7048
9564, 7058
9557, 7068
9552, 7080
9551, 7090
9552, 7100
9557, 7109
9564, 7116
9573, 7121
9583, 7123
9596, 7123
9610, 7120
9625, 7117
9634, 7113
9641, 7107
9649, 7102
-1, -1
9990, 6928
9983, 6924
9977, 6920
9985, 6918
9994, 6918
10005, 6916
10019, 6915
10034, 6915
10050, 6914
10065, 6914
10078, 6914
10088, 6914
10097, 6914
10101, 6917
-1, -1
10074, 6920
10064, 6921
10057, 6928
10053, 6935
10049, 6947
10045, 6960
10042, 6976
10039, 6993
10037, 7012
10036, 7029
10034, 7046
10034, 7063
10032, 7078
10030, 7091
10029, 7105
10027, 7115
10025, 7122
10023, 7129
10019, 7135
10025, 7137
10032, 7136
10043, 7133
10057, 7129
10072, 7124
10096, 7120
-1, -1
10323, 7055
10317, 7051
10310, 7047
10304, 7043
10300, 7050
10298, 7056
10298, 7063
10297, 7073
10297, 7082
10297, 7091
10297, 7100
10299, 7106
10300, 7113
10306, 7119
10312, 7121
10319, 7119
10325, 7113
10331, 7109
10336, 7101
10342, 7093
10349, 7085
10355, 7077
10361, 7068
10367, 7060
10372, 7055
10378, 7050
10379, 7057
10379, 7064
10379, 7073
10379, 7081
10378, 7091
10377, 7100
10377, 7107
10378, 7114
10379, 7120
10382, 7125
10388, 7128
10394, 7126
10401, 7122
10408, 7118
10417, 7111
10427, 7103
10435, 7092
10445, 7082
10455, 7073
10464, 7065
10470, 7057
10475, 7050
10479, 7044
10483, 7040
-1, -1
10563, 7064
10570, 7064
10578, 7060
10584, 7056
10589, 7050
10592, 7042
10594, 7035
10594, 7028
10593, 7019
10589, 7013
10581, 7009
10570, 7012
10561, 7017
10553, 7025
10545, 7032
10537, 7042
10530, 7052
10524, 7061
10520, 7068
10517, 7075
10516, 7082
10521, 7085
10531, 7085
10539, 7083
10548, 7079
10558, 7075
10568, 7069
10578, 7063
10588, 7056
10595, 7052
10602, 7048
10607, 7044
10611, 7048
10613, 7054
10614, 7061
10616, 7068
10616, 7075
10616, 7082
10617, 7090
10617, 7097
10617, 7103
10617, 7109
10620, 7114
10624, 7117
-1, -1
10704, 7052
10707, 7044
10710, 7037
10711, 7046
10711, 7054
10711, 7063
10711, 7073
10710, 7082
10710, 7092
10709, 7100
10709, 7107
10709, 7113
10709, 7119
10716, 7115
10723, 7107
10733, 7099
10741, 7093
10751, 7085
10759, 7078
10762, 7071
10762, 7077
10761, 7085
10768, 7092
10770, 7098
10772, 7104
10772, 7111
10772, 7117
10777, 7121
-1, -1
10828, 7039
10827, 7032
10831, 7027
10837, 7025
10844, 7025
10854, 7024
10867, 7023
10878, 7023
10889, 7023
10902, 7023
10912, 7024
10922, 7024
10930, 7024
10938, 7024
-1, -1
10934, 6999
10930, 6993
10925, 7004
10920, 7014
10915, 7029
10909, 7045
10905, 7065
10899, 7085
10895, 7106
10888, 7128
10882, 7151
10877, 7172
10872, 7191
10869, 7207
10866, 7214
-1, -1
1137, 7490
1131, 7486
1137, 7482
1144, 7481
1151, 7480
1158, 7480
1166, 7480
1176, 7480
1193, 7478
1210, 7477
1230, 7475
1249, 7474
1266, 7474
1283, 7474
1297, 7474
1308, 7474
1318, 7476
1325, 7475
1332, 7471
1346, 7468
1340, 7464
-1, -1
1298, 7406
1293, 7413
1291, 7422
1290, 7440
1288, 7454
1287, 7470
1287, 7487
1287, 7504
1288, 7519
1288, 7534
1288, 7549
1289, 7563
1290, 7573
1291, 7581
1294, 7587
1299, 7590
-1, -1
1372, 7533
1371, 7543
1371, 7551
1372, 7560
1374, 7570
1378, 7578
1383, 7585
1387, 7591
1394, 7594
1401, 7595
1407, 7594
1412, 7590
1418, 7586
1422, 7578
1425, 7570
1426, 7560
1426, 7551
1424, 7543
1420, 7537
1413, 7534
1405, 7534
1397, 7537
1388, 7542
1382, 7545
1378, 7549
1373, 7552
1373, 7558
-1, -1
1746, 7386
1749, 7378
1751, 7371
